255,162.4318075,0,255,176.0229294,0,255,195.0228878,0,0.9962121,0.541452066,0,1,0.218305791,0,1,0.767575019,0,6.680747922,4
255,183.7432825,0,255,179.1995914,0,255,177.0366482,0,0.99848485,0.36666285,0,1,0.1054881,0,1,0.734830869,0.003921569,12.77146814,4
255,176.0936773,2,246,147.1359072,0,231,109.7919668,0,0.9916667,0.095298654,0,1,0.418918177,0,1,0.690569695,0.007843138,13.57756233,5
255,98.28527008,19,255,125.7721122,39,255,155.2734003,25,0.9987469,0.588641336,0,0.8346457,0.40982589,0,1,0.625439536,0.17254902,3.991689751,2
255,122.9734211,0,255,121.7272507,0,255,101.3301316,0,0.99904215,0.370490987,0,1,0.606569077,0,1,0.618341845,0,18.83448753,3
255,151.6342244,36,222,117.450374,26,232,89.30529778,0,0.9988095,0.173983966,0,1,0.451536313,0,1,0.61657622,0.14509805,13.49168975,3
255,169.651662,40,255,184.6526039,70,255,186.5117105,47,0.9916667,0.37966606,0,0.73595506,0.294946661,0,1,0.816423262,0.2901961,13.6433518,3
255,161.8686288,0,255,167.3926385,0,255,90.80524931,0,0.9583333,0.233632274,0,1,0.514261608,0,1,0.703383746,0.023529412,16.03878116,3
255,192.5077285,0,255,189.793608,0,255,177.8663296,0,0.99666667,0.367850502,0,1,0.186606008,0,1,0.792645058,0,22.17936288,1
255,179.7998684,0,255,176.4148338,0,255,165.8965235,0,0.9988889,0.319168676,0,1,0.18674643,0,1,0.74427626,0.003921569,17.46814404,1
255,168.8877424,0,255,114.493331,0,255,41.85202909,0,0.999269,0.170938763,0,1,0.740170678,0,1,0.684733893,0.003921569,14.46121884,2
255,177.7385042,31,255,159.9244183,10,255,134.1590859,0,0.99893165,0.24673929,0,1,0.324465796,0,1,0.729405992,0.16078432,16.24792244,2
255,191.3616343,0,255,153.8156648,0,255,105.6928255,0,0.99908924,0.280240876,0,1,0.533329961,0,1,0.779769956,0,14.04501385,3
255,197.6055194,0,255,189.7523407,0,255,183.7048684,0,0.9982993,0.180580344,0,1,0.088042315,0,1,0.77760693,0.007843138,6.154432133,4
253,198.1761357,21,235,175.4154086,15,221,150.199259,0,0.99358976,0.094452007,0,1,0.240739339,0,0.99215686,0.777225933,0.08235294,8.072714681,5
255,143.3297922,20,255,155.7881163,49,255,163.9447299,34,0.99838185,0.528968199,0,0.7468355,0.209167757,0,1,0.679693999,0.19215687,9.396814404,2
255,164.2798615,20,255,119.0969668,0,255,68.47331025,0,0.999183,0.137733592,0,1,0.584123343,0,1,0.644540557,0.078431375,11.02839335,2
255,155.7456233,0,255,135.9570983,0,255,102.0089681,0,0.9992526,0.361495166,0,1,0.455164713,0,1,0.661995776,0,10.93836565,3
255,88.20378116,0,255,96.69459141,0,255,89.75833795,0,0.9947917,0.44469868,0,1,0.469907895,0,1,0.475721483,0.02745098,10.77631579,2
255,163.5988781,20,255,176.8182895,51,255,188.4769875,58,0.99572647,0.577269161,0,0.74358976,0.144394658,0,1,0.739675995,0.22745098,7.395429363,4
214,165.554813,22,189,135.9965789,26,180,103.1189335,16,0.9895833,0.114534267,0,0.7241379,0.351623156,0,0.8392157,0.650258635,0.101960786,5.632963989,5
255,179.6929848,0,255,166.2252978,0,255,155.4667521,0,0.9982639,0.276992614,0,1,0.22308572,0,1,0.723367315,0,15.8767313,3
255,209.2491967,27,255,200.4217036,54,255,170.687133,0,0.9977478,0.231240294,0,1,0.234080462,0,1,0.844965844,0.23921569,13.26038781,3
255,212.8664335,0,255,202.0023199,0,253,169.9530956,0,0.98333335,0.127568615,0,1,0.235939302,0.007843138,1,0.835014238,0.007843138,13.63642659,5
255,114.7674584,0,255,107.1995499,0,255,95.60845568,0,0.9990196,0.304024339,0,1,0.387844125,0,1,0.504472907,0.015686275,11.38711911,2
255,160.3053947,0,255,146.9324792,0,255,122.5505194,0,0.9990741,0.346870942,0,1,0.515113005,0,1,0.724982545,0.003921569,15.42728532,3
255,176.5996537,35,255,125.4452147,0,255,68.40022161,0,0.9927536,0.091052693,0,1,0.656398029,0,1,0.69265337,0.13725491,22.16620499,3
255,167.1500208,0,255,166.0739474,0,255,141.5059765,0,0.9977478,0.270351504,0,1,0.309524867,0,1,0.717615566,0.003921569,19.83725762,2
255,136.8723338,0,255,140.442597,0,255,130.1323199,0,0.9988889,0.422528779,0,1,0.346219561,0,1,0.605272536,0,16.13573407,3
255,182.4140235,47,255,147.6846053,24,232,122.4580263,5,0.99839747,0.074724987,0,0.91525424,0.338212132,0.03314917,1,0.71548046,0.18431373,18.15166205,1
255,150.5229501,37,255,139.6655125,44,255,123.3830956,23,0.9916667,0.209650836,0,0.72131145,0.201916947,0,1,0.604545421,0.18039216,5.677285319,2
247,109.4158795,0,248,163.8602632,58,198,84.99698753,0,0.5343916,0.277708187,0.051378448,1,0.560813334,0.07909604,0.972549,0.656932178,0.22745098,4.632271468,1
255,126.5107825,0,255,127.1390166,0,255,125.3528116,0,0.997549,0.300660297,0,1,0.075623331,0,1,0.50480985,0,3.012465374,4
255,175.2655402,0,255,172.7727978,0,255,157.2374377,0,0.99747473,0.273195595,0,1,0.200965831,0,1,0.720911071,0,19.10734072,1
255,130.6205471,0,255,129.7680748,0,255,121.9954778,0,0.9988095,0.405661809,0,1,0.301284824,0,1,0.561466414,0,16.35595568,3
255,176.7490582,8,255,162.3667798,0,250,146.2063712,0,0.99666667,0.107374845,0,1,0.209886178,0,1,0.693568394,0.039215688,2.552631579,4
255,122.0015166,0,255,119.7629778,0,255,101.2835042,0,0.9990741,0.314047559,0,1,0.516458949,0,1,0.581551147,0,22.37257618,3
255,180.1831233,0,255,170.6828255,0,255,153.3703324,0,0.99904215,0.445024647,0,1,0.36774723,0,1,0.782395832,0.015686275,20.39542936,3
255,169.3753463,0,255,180.4194806,0,255,168.8474931,0,0.99913645,0.396046975,0,1,0.283707801,0,1,0.768063175,0,16.41966759,2
255,112.2283033,0,255,118.1738989,0,255,104.5204848,0,0.99856323,0.433957853,0,1,0.4399826,0,1,0.544057475,0,12.54639889,2
255,194.005187,0,255,183.5753532,0,255,178.3879086,0,0.99747473,0.410321519,0,1,0.193072977,0,1,0.797094407,0,14.2299169,1
255,162.5810319,13,238,154.1910526,11,229,141.7658102,5,0.9947917,0.203041924,0,0.8888889,0.15156571,0,1,0.645168309,0.050980393,20.99515235,5
255,165.7617175,0,255,160.5728186,0,255,159.8300139,0,0.99839747,0.283246184,0,1,0.082774078,0,1,0.661305993,0.015686275,5.887119114,4
255,54.83404432,0,255,96.82075485,21,255,86.39702909,8,0.99856323,0.440723925,0,1,0.456445331,0,1,0.422867155,0.105882354,4.471606648,2
255,198.0332825,8,255,187.896205,7,255,194.6435526,0,0.9988889,0.539685955,0,1,0.128724292,0,1,0.810514481,0.05882353,12.82548476,2
255,145.7525554,0,255,100.7849169,0,227,42.10038781,0,0.9977478,0.104976808,0,1,0.741055291,0,1,0.573717979,0,12.6101108,5
255,136.2255817,0,255,116.184446,0,255,97.27302632,0,0.99839747,0.266995142,0,1,0.540364351,0,1,0.589038438,0,27.10526316,3
255,211.5507341,0,255,203.3796537,0,255,202.3485388,0,0.99898374,0.363694115,0,1,0.105135654,0,1,0.838397349,0.003921569,6.766620499,4
255,118.7050346,1,255,112.6873338,0,255,99.96949446,0,0.99358976,0.316511567,0,1,0.203277792,0,1,0.47639719,0.003921569,18.65789474,2
255,175.0603947,13,255,152.504072,0,255,128.5931648,0,0.9989451,0.271507182,0,1,0.320813862,0,1,0.705220097,0.050980393,14.33033241,3
255,177.7968213,0,255,163.9848753,0,252,139.9055402,0,0.9982639,0.147695074,0,1,0.241004286,0,1,0.697912536,0,11.5367036,5
255,124.8140166,15,255,134.6497507,38,255,115.7888296,19,0.9988095,0.352363252,0,0.86725664,0.26311185,0,1,0.56325907,0.14901961,13.7132964,2
255,116.9738573,0,255,136.5216413,25,255,151.6957548,0,0.99747473,0.508727567,0,1,0.30055306,0,1,0.620791411,0.11764706,6.228531856,2
255,138.0990651,17,255,142.5954986,17,255,164.3173061,0,0.99822694,0.583853933,0,1,0.257187018,0,1,0.677737775,0.09019608,16.06648199,2
255,217.3153532,0,255,216.5428116,0,255,189.3370222,0,0.9962121,0.16271353,0,1,0.184044912,0,1,0.867557579,0.003921569,7.111495845,2
255,167.651572,0,255,161.8487604,0,255,155.462126,0,0.9982639,0.343567748,0,1,0.229568721,0,1,0.700873783,0.007843138,20.12534626,1
237,163.4625554,12,211,133.970367,0,197,108.6296468,0,0.98333335,0.078511042,0,1,0.339375357,0,0.92941177,0.641052621,0.05490196,8.858033241,4
255,147.9479155,0,255,129.1325277,0,255,76.79366343,0,0.99838185,0.241119225,0,1,0.57274167,0,1,0.641314715,0.003921569,18.97160665,3
255,153.8588712,17,255,120.9462604,14,255,100.4032895,0,0.9991409,0.222663088,0,1,0.365231103,0,1,0.614545148,0.105882354,16.48961219,3
255,132.8882479,15,255,114.3623684,13,250,103.0803463,0,0.99885845,0.203902981,0,1,0.23147755,0,1,0.527982306,0.05882353,22.71052632,3
255,102.0504294,0,255,96.22562327,0,255,88.28828947,0,0.9962121,0.201829697,0,1,0.296774355,0,1,0.409994468,0.003921569,11.86911357,2
255,181.04491,24,255,166.2396468,27,255,148.089446,0,0.9986111,0.341113225,0,1,0.279217482,0,1,0.748658693,0.14117648,11.03878116,2
255,212.0028393,0,214,147.0214335,0,162,55.01300554,0,0.9962121,0.105808977,0,1,0.752850599,0,1,0.83214774,0,10.08379501,5
255,173.0767313,0,255,165.1620706,0,255,160.5366482,0,0.99747473,0.237945463,0,1,0.123026815,0,1,0.68717401,0.007843138,13.3365651,4
255,185.6369044,0,255,158.3118629,0,255,99.55509695,0,0.99910396,0.176592026,0,1,0.462939533,0,1,0.729922502,0,20.4099723,3
255,121.8790651,0,255,117.7301731,0,255,108.8681302,0,0.99893165,0.302657683,0,1,0.562576198,0,1,0.600251682,0,17.55609418,3
255,154.9768421,0,255,166.0163989,0,255,156.3380886,0,0.9990196,0.40004598,0,1,0.311443037,0,1,0.712980944,0,16.54916898,2
255,161.8593213,13,255,138.5571884,7,255,120.069356,0,0.99822694,0.133515098,0,1,0.296868772,0,1,0.635287286,0.050980393,10.92728532,4
255,99.96047091,0,255,95.67436288,0,255,87.08207756,0,0.9993386,0.454465063,0,1,0.607653616,0,1,0.539930404,0,13.15927978,2
255,122.1342659,0,255,110.1366066,0,255,108.0971676,0,0.9991409,0.414997196,0,1,0.45179863,0,1,0.572463837,0,16.40789474,3
255,194.450277,12,255,172.1072992,0,223,111.2089958,0,0.99358976,0.121881794,0,1,0.434518688,0.05263158,1,0.762593377,0.047058824,12.81163435,5
255,146.7,0,255,125.0349169,0,255,110.7274446,0,0.9991497,0.335082196,0,1,0.399722716,0,1,0.598386952,0,20.8601108,3
